id,area_sqft,bedrooms,bathrooms,locations,year_built,garage,price
42,1360.0,2.0,2.0,Bhaktapur,2006,1.0,20488951
43,1360.0,2.0,3.0,Kathmandu,2012,1.0,22485000
44,1360.0,1.0,2.0,Kathmandu,2015,1.0,32897064
45,1360.0,2.0,1.0,Lalitpur,2010,0.0,12726016
46,1360.0,5.0,3.0,Kathmandu,2011,1.0,28021505
47,1360.0,2.0,3.0,Bhaktapur,1996,2.0,10442939
48,1360.0,4.0,1.0,Kathmandu,2003,0.0,36218031
49,1360.0,4.0,3.0,Lalitpur,2004,2.0,30060188
50,1360.0,4.0,3.0,Lalitpur,1996,0.0,35470048
51,1360.0,4.0,2.0,Kathmandu,1998,1.0,31191689
52,1360.0,5.0,3.0,Lalitpur,1997,0.0,12711793
53,1360.0,3.0,4.0,Bhaktapur,2012,0.0,23135871
54,1360.0,1.0,1.0,Bhaktapur,2018,2.0,24278587
55,1360.0,4.0,2.0,Kathmandu,2007,2.0,12319124
56,1360.0,2.0,2.0,Kathmandu,2020,1.0,30700443
57,1360.0,4.0,4.0,Kathmandu,2019,0.0,28850506
58,1360.0,2.0,1.0,Lalitpur,2024,0.0,24021366
59,1360.0,2.0,1.0,Bhaktapur,2007,0.0,23331233
60,1360.0,4.0,2.0,Bhaktapur,2006,1.0,25188743
61,1360.0,5.0,3.0,Lalitpur,2003,1.0,29296186
62,1360.0,2.0,2.0,Bhaktapur,2020,1.0,30667093
63,1360.0,2.0,1.0,Kathmandu,2013,1.0,26566471
64,1360.0,4.0,4.0,Kathmandu,2024,1.0,11727408
65,1360.0,2.0,2.0,Kathmandu,2023,2.0,29578958
66,1360.0,2.0,1.0,Bhaktapur,1992,0.0,38254096
67,1360.0,4.0,2.0,Kathmandu,2015,0.0,27832891
68,1360.0,4.0,3.0,Lalitpur,2012,0.0,32794070
69,1360.0,1.0,2.0,Lalitpur,2004,0.0,21952983
70,1360.0,5.0,2.0,Bhaktapur,1993,0.0,17436754
71,1360.0,5.0,1.0,Lalitpur,2018,0.0,27742404
72,1360.0,2.0,1.0,Lalitpur,2011,0.0,23137311
73,1360.0,5.0,1.0,Bhaktapur,2014,0.0,26751531
74,1360.0,2.0,2.0,Kathmandu,2002,2.0,28938304
75,1360.0,1.0,3.0,Kathmandu,2007,0.0,34795222
76,1360.0,4.0,4.0,Kathmandu,2022,2.0,12320484
77,1360.0,4.0,4.0,Bhaktapur,2005,1.0,14105223
78,1360.0,4.0,1.0,Lalitpur,1991,0.0,21211596
79,1360.0,5.0,1.0,Kathmandu,2024,1.0,39084871
80,1360.0,1.0,2.0,Kathmandu,2023,1.0,38634616
81,1360.0,5.0,4.0,Bhaktapur,2019,1.0,27264726
82,1360.0,5.0,1.0,Kathmandu,2002,2.0,33132202
83,1360.0,1.0,3.0,Bhaktapur,2002,1.0,21963776
84,1360.0,1.0,3.0,Lalitpur,2007,1.0,17609964
85,1360.0,1.0,1.0,Bhaktapur,2021,1.0,32572466
86,1360.0,1.0,1.0,Bhaktapur,2021,0.0,14055447
87,1360.0,4.0,4.0,Bhaktapur,2024,0.0,26342498
88,1360.0,3.0,4.0,Bhaktapur,2018,2.0,28451095
89,1360.0,3.0,2.0,Lalitpur,2018,2.0,28557968
90,1360.0,,4.0,Lalitpur,2005,0.0,24501508
91,1360.0,3.0,3.0,Kathmandu,1999,2.0,13293331
92,1360.0,3.0,3.0,Lalitpur,2019,,23457684
93,1360.0,1.0,1.0,Lalitpur,2014,1.0,30541671
94,1360.0,3.0,4.0,Kathmandu,2009,1.0,17253817
95,1360.0,5.0,2.0,Lalitpur,1994,2.0,14335518
96,1360.0,2.0,3.0,Bhaktapur,1990,0.0,35568906
97,1360.0,2.0,3.0,Bhaktapur,2019,0.0,18589747
98,1360.0,1.0,2.0,Kathmandu,1992,2.0,15222798
99,1360.0,4.0,2.0,Kathmandu,2003,0.0,30681938
100,1360.0,1.0,3.0,Kathmandu,2019,1.0,31992838
101,1360.0,4.0,3.0,Bhaktapur,1993,2.0,21135474
102,1360.0,2.0,2.0,,2007,2.0,33656987
103,1360.0,1.0,3.0,Bhaktapur,2014,0.0,24082610
104,1360.0,5.0,1.0,Kathmandu,1990,2.0,19596394
105,1360.0,3.0,1.0,Lalitpur,2004,0.0,35258425
106,1360.0,4.0,2.0,Lalitpur,1998,0.0,29952900
107,1360.0,3.0,4.0,Bhaktapur,2004,0.0,21772676
108,1360.0,3.0,2.0,Kathmandu,2013,0.0,27406301
109,1360.0,1.0,2.0,Bhaktapur,1993,0.0,20348533
110,1360.0,3.0,4.0,Lalitpur,2001,2.0,38175711
111,1360.0,5.0,4.0,Bhaktapur,1995,1.0,36683911
112,1360.0,3.0,4.0,Bhaktapur,2013,1.0,20401929
113,1360.0,1.0,1.0,Kathmandu,2000,2.0,32849061
114,1360.0,5.0,3.0,Kathmandu,2002,2.0,29295854
115,1360.0,2.0,1.0,Lalitpur,2023,1.0,27380319
116,1360.0,3.0,3.0,Bhaktapur,2014,1.0,39399407
117,1360.0,1.0,1.0,Bhaktapur,1996,1.0,39732059
118,1360.0,2.0,3.0,Bhaktapur,1993,1.0,11989968
119,1360.0,2.0,1.0,Lalitpur,1997,1.0,37411678
120,1360.0,4.0,4.0,Lalitpur,2009,0.0,15303943
121,1360.0,5.0,2.0,Kathmandu,2018,2.0,25453951
122,,3.0,1.0,Kathmandu,1999,0.0,15497191
123,1360.0,1.0,3.0,Kathmandu,2023,1.0,39805505
124,1360.0,4.0,4.0,Bhaktapur,2015,1.0,24121422
125,1360.0,5.0,1.0,Bhaktapur,1992,1.0,21004849
126,1360.0,4.0,1.0,Kathmandu,1995,0.0,21232194
127,1360.0,5.0,4.0,Bhaktapur,1994,0.0,28034224
128,1360.0,5.0,1.0,Kathmandu,1994,1.0,33250723
129,1360.0,,2.0,Lalitpur,2012,0.0,34214909
130,1360.0,5.0,1.0,Kathmandu,1998,0.0,22458819
131,1360.0,4.0,2.0,Lalitpur,2024,1.0,15137997
132,1360.0,5.0,2.0,Bhaktapur,2009,0.0,39009512
133,1360.0,3.0,4.0,Kathmandu,2024,2.0,24084264
134,1360.0,3.0,1.0,Bhaktapur,2007,2.0,38782808
135,1360.0,4.0,4.0,Lalitpur,2006,2.0,39483385
136,1360.0,2.0,1.0,Lalitpur,2013,2.0,17270518
137,1360.0,2.0,1.0,Lalitpur,1992,1.0,22406973
138,1360.0,5.0,3.0,Bhaktapur,2021,1.0,32289150
139,1360.0,1.0,1.0,Bhaktapur,2024,1.0,18173321
140,1360.0,5.0,4.0,Bhaktapur,2002,2.0,17899284
141,1360.0,4.0,2.0,Bhaktapur,2014,2.0,11003171
142,1360.0,4.0,1.0,Lalitpur,1998,0.0,26147083
143,1360.0,4.0,3.0,Lalitpur,1993,0.0,33992154
144,1360.0,4.0,4.0,Kathmandu,2003,2.0,24636519
145,1360.0,4.0,1.0,Kathmandu,2023,2.0,29677953
146,1360.0,3.0,4.0,Bhaktapur,2000,2.0,11370485
147,1360.0,2.0,3.0,Lalitpur,1992,2.0,17045900
148,1360.0,4.0,3.0,Lalitpur,2017,0.0,28458292
149,1360.0,1.0,4.0,Lalitpur,2018,2.0,36777759
150,1360.0,1.0,1.0,Kathmandu,1998,0.0,35278814
151,1360.0,1.0,2.0,Kathmandu,1992,2.0,32089615
152,1360.0,1.0,3.0,Lalitpur,2014,2.0,10981883
153,1360.0,3.0,1.0,Lalitpur,2023,2.0,11668321
154,1360.0,1.0,1.0,Lalitpur,2001,0.0,23296138
155,1360.0,4.0,2.0,Kathmandu,1998,0.0,30070921
156,1360.0,5.0,3.0,Lalitpur,2004,1.0,20007310
157,1360.0,1.0,3.0,Lalitpur,2014,2.0,16154512
158,1360.0,3.0,1.0,Bhaktapur,1994,1.0,36665895
159,1360.0,3.0,1.0,Bhaktapur,2000,1.0,30536721
160,1360.0,1.0,2.0,Kathmandu,2023,0.0,35192630
161,1360.0,5.0,2.0,Lalitpur,2013,0.0,15418952
162,1360.0,1.0,3.0,Lalitpur,2004,1.0,31386904
163,1360.0,3.0,4.0,Bhaktapur,1997,2.0,14264423
164,1360.0,2.0,3.0,Kathmandu,1994,0.0,20262330
165,1360.0,4.0,1.0,Bhaktapur,2015,2.0,23816653
166,1360.0,3.0,3.0,Bhaktapur,2007,2.0,18181883
167,1360.0,1.0,4.0,Bhaktapur,1995,1.0,35083897
168,1360.0,4.0,2.0,Bhaktapur,2002,1.0,25309784
169,1360.0,1.0,4.0,Lalitpur,2017,1.0,33948053
170,1360.0,1.0,4.0,Lalitpur,1994,1.0,11519603
171,1360.0,2.0,4.0,Bhaktapur,2002,0.0,37134365
172,1360.0,4.0,2.0,Kathmandu,2006,0.0,37670483
173,1360.0,4.0,4.0,Kathmandu,2021,1.0,28527956
174,1360.0,2.0,4.0,Kathmandu,2018,0.0,27640619
175,1360.0,3.0,4.0,Kathmandu,1992,1.0,19268511
176,1360.0,1.0,1.0,Bhaktapur,2023,2.0,26580018
177,1360.0,5.0,4.0,Lalitpur,2016,2.0,27662637
178,1360.0,1.0,2.0,Kathmandu,2002,2.0,31055600
179,1360.0,1.0,4.0,Bhaktapur,2022,1.0,32272887
180,1360.0,3.0,4.0,Kathmandu,1995,2.0,10978836
181,1360.0,1.0,2.0,Kathmandu,2013,0.0,30000738
182,1360.0,2.0,4.0,Bhaktapur,2008,2.0,24804511
183,1360.0,2.0,2.0,Lalitpur,2005,2.0,28994397
184,1360.0,4.0,4.0,Lalitpur,2017,2.0,18568438
185,1360.0,5.0,2.0,Bhaktapur,2022,0.0,28333734
186,1360.0,1.0,4.0,Lalitpur,2002,1.0,21872752
187,1360.0,1.0,4.0,Bhaktapur,2014,0.0,12659083
188,1360.0,3.0,1.0,Bhaktapur,2025,1.0,30890856
189,1360.0,2.0,1.0,Bhaktapur,2016,1.0,31277614
190,1360.0,5.0,4.0,Lalitpur,1996,2.0,19625105
191,1360.0,4.0,4.0,Bhaktapur,1994,1.0,23994132
192,1360.0,2.0,3.0,Kathmandu,2020,0.0,31654924
193,1360.0,4.0,2.0,Lalitpur,2012,0.0,19935869
194,1360.0,3.0,3.0,Lalitpur,1999,1.0,17880317
195,1360.0,3.0,1.0,Lalitpur,2021,2.0,36032007
196,1360.0,1.0,1.0,Lalitpur,2019,2.0,35788717
197,1360.0,5.0,1.0,Kathmandu,2020,0.0,18281447
198,1360.0,4.0,1.0,Lalitpur,2007,2.0,23424877
199,1360.0,2.0,4.0,Lalitpur,2025,1.0,22927622
200,1360.0,3.0,1.0,Bhaktapur,1991,1.0,13895958
201,1360.0,1.0,4.0,Lalitpur,2003,0.0,39992671
202,1360.0,1.0,4.0,Kathmandu,2002,1.0,33853258
203,1360.0,4.0,1.0,Kathmandu,2018,0.0,35616981
204,1360.0,3.0,1.0,Kathmandu,2001,1.0,23689493
205,1360.0,5.0,2.0,Kathmandu,1991,0.0,11265898
206,1360.0,3.0,3.0,Lalitpur,2021,2.0,25918424
207,1360.0,4.0,1.0,Lalitpur,2002,1.0,12120539
208,1360.0,4.0,2.0,Kathmandu,2016,1.0,27657628
209,1360.0,3.0,2.0,Kathmandu,2006,0.0,15947148
210,1360.0,4.0,3.0,Lalitpur,2020,0.0,13231185
211,1360.0,3.0,4.0,Kathmandu,2023,1.0,37407105
212,1360.0,2.0,1.0,Bhaktapur,2013,0.0,38899868
213,1360.0,3.0,3.0,Kathmandu,2024,1.0,34096980
214,1360.0,3.0,1.0,Kathmandu,1995,2.0,35483699
215,1360.0,4.0,2.0,Bhaktapur,2008,0.0,32700314
216,1360.0,4.0,2.0,Bhaktapur,2019,1.0,28005553
217,1360.0,1.0,4.0,Lalitpur,1996,2.0,21054686
218,1360.0,1.0,2.0,Lalitpur,1999,2.0,27262030
219,1360.0,2.0,2.0,Bhaktapur,2021,1.0,35137138
220,1360.0,1.0,3.0,Bhaktapur,2023,0.0,19614742
221,1360.0,3.0,1.0,Lalitpur,2017,1.0,30467799
222,1360.0,4.0,1.0,Kathmandu,2004,2.0,37685931
223,1360.0,1.0,3.0,Bhaktapur,2019,1.0,36796492
224,1360.0,1.0,4.0,Lalitpur,2018,0.0,23635242
225,1360.0,2.0,1.0,Kathmandu,2011,2.0,11599908
226,1360.0,,2.0,Bhaktapur,1993,1.0,28941628
227,1360.0,3.0,1.0,Kathmandu,2009,0.0,15309792
228,1360.0,4.0,2.0,Lalitpur,2021,2.0,12353847
229,1360.0,2.0,4.0,Bhaktapur,2025,0.0,21018754
230,1360.0,1.0,3.0,Kathmandu,1993,2.0,12892478
231,1360.0,4.0,1.0,Bhaktapur,2016,1.0,28761333
232,1360.0,4.0,3.0,Kathmandu,2006,0.0,20831890
233,1360.0,1.0,1.0,Lalitpur,2001,2.0,23451286
234,1360.0,2.0,2.0,Lalitpur,2011,0.0,15949852
235,1360.0,1.0,3.0,Bhaktapur,2006,0.0,10029725
236,1360.0,4.0,1.0,Kathmandu,1999,1.0,36351398
237,1360.0,5.0,2.0,Bhaktapur,1990,0.0,39464683
238,1360.0,5.0,3.0,Bhaktapur,2011,2.0,24941550
239,1360.0,3.0,3.0,Kathmandu,2015,2.0,19184536
240,1360.0,1.0,1.0,Kathmandu,2007,2.0,24212223
241,1360.0,1.0,1.0,Kathmandu,2003,2.0,27665252
242,,3.0,1.0,Lalitpur,2018,1.0,26413806
243,1360.0,3.0,2.0,Bhaktapur,2001,0.0,29748999
244,1360.0,3.0,1.0,Bhaktapur,2025,1.0,12662761
245,1360.0,4.0,3.0,Lalitpur,2024,0.0,24408889
246,1360.0,1.0,3.0,Kathmandu,2001,0.0,16524559
247,1360.0,4.0,1.0,Lalitpur,1996,0.0,29290240
248,1360.0,3.0,1.0,Lalitpur,2018,1.0,37705858
249,1360.0,1.0,4.0,Lalitpur,2000,0.0,29175299
250,1360.0,4.0,3.0,Bhaktapur,2022,1.0,33313511
251,1360.0,4.0,2.0,Lalitpur,1995,2.0,37719138
252,1360.0,3.0,4.0,Bhaktapur,2004,2.0,23128927
253,1360.0,1.0,1.0,Bhaktapur,2021,0.0,30686655
254,1360.0,3.0,1.0,Bhaktapur,2000,1.0,23726569
255,1360.0,1.0,3.0,Kathmandu,2012,2.0,15627745
256,1360.0,5.0,1.0,Bhaktapur,2015,1.0,13911146
257,1360.0,2.0,2.0,Bhaktapur,2023,1.0,36806744
258,1360.0,2.0,3.0,Kathmandu,2023,0.0,11707017
259,1360.0,2.0,1.0,Bhaktapur,2018,2.0,10689556
260,1360.0,3.0,3.0,Lalitpur,1993,0.0,37955071
261,1360.0,5.0,1.0,Lalitpur,2006,0.0,21245869
262,1360.0,1.0,1.0,Bhaktapur,2024,2.0,38391654
263,1360.0,4.0,1.0,Kathmandu,2002,2.0,34065754
264,1360.0,1.0,2.0,Lalitpur,2004,1.0,12253722
265,1360.0,4.0,2.0,Kathmandu,2018,2.0,11649729
266,1360.0,1.0,3.0,Kathmandu,2018,1.0,26415656
267,1360.0,5.0,1.0,Lalitpur,2000,1.0,11116271
268,1360.0,4.0,1.0,Kathmandu,2021,1.0,20916876
269,1360.0,3.0,2.0,Lalitpur,1991,2.0,13099555
270,1360.0,1.0,1.0,Kathmandu,2003,0.0,32461013
271,1360.0,1.0,2.0,Lalitpur,2009,1.0,28458857
272,1360.0,4.0,1.0,Bhaktapur,2011,0.0,23650521
273,1360.0,3.0,3.0,Lalitpur,2000,0.0,27293625
274,1360.0,3.0,1.0,Lalitpur,2016,2.0,27443381
275,1360.0,5.0,1.0,Lalitpur,1992,,29565579
276,1360.0,3.0,4.0,Lalitpur,2006,0.0,25231184
277,1360.0,3.0,2.0,Kathmandu,2017,2.0,23825997
278,1360.0,3.0,1.0,Bhaktapur,2018,1.0,31253537
279,1360.0,2.0,1.0,Lalitpur,2010,0.0,13710388
280,1360.0,5.0,4.0,Kathmandu,2005,2.0,13235192
281,1360.0,1.0,4.0,Bhaktapur,2009,0.0,37933715
282,1360.0,4.0,2.0,Bhaktapur,1995,0.0,38428874
283,1360.0,1.0,4.0,Bhaktapur,2008,1.0,36906511
284,1360.0,5.0,3.0,Bhaktapur,1994,0.0,11935090
285,1360.0,4.0,4.0,Lalitpur,1992,2.0,35911006
286,1360.0,5.0,3.0,Lalitpur,1990,0.0,13937270
287,1360.0,3.0,2.0,Kathmandu,2004,1.0,16739013
288,1360.0,4.0,2.0,Kathmandu,2023,1.0,17089975
289,1360.0,3.0,2.0,Kathmandu,2024,2.0,18805586
290,1360.0,1.0,2.0,Bhaktapur,2014,1.0,27810532
291,1360.0,1.0,2.0,Bhaktapur,2013,0.0,14819075
292,1360.0,,3.0,Lalitpur,2001,1.0,21009646
293,1360.0,4.0,3.0,Bhaktapur,2007,2.0,24165372
294,1360.0,5.0,2.0,Bhaktapur,2004,1.0,21768963
295,1360.0,5.0,4.0,Bhaktapur,2005,1.0,24263315
296,1360.0,3.0,1.0,Kathmandu,2016,1.0,39902729
297,1360.0,4.0,2.0,Kathmandu,1997,2.0,24531095
298,1360.0,1.0,4.0,Lalitpur,2014,1.0,36936309
299,1360.0,5.0,1.0,Bhaktapur,2006,1.0,31519513
300,1360.0,5.0,2.0,Bhaktapur,2018,0.0,13868452
301,1360.0,1.0,2.0,Lalitpur,1997,2.0,39171429
302,1360.0,5.0,3.0,Bhaktapur,2004,1.0,37366868
303,1360.0,3.0,1.0,Bhaktapur,2016,2.0,18074037
304,1360.0,4.0,1.0,Kathmandu,1996,1.0,11312743
305,1360.0,1.0,4.0,Lalitpur,1992,1.0,37906918
306,1360.0,4.0,3.0,Lalitpur,2018,1.0,23822356
307,1360.0,5.0,3.0,Lalitpur,2013,0.0,34197321
308,1360.0,5.0,3.0,Lalitpur,1992,0.0,20315813
309,1360.0,1.0,3.0,Kathmandu,2009,0.0,22123053
310,1360.0,3.0,1.0,Kathmandu,2004,2.0,26881411
311,1360.0,2.0,1.0,Bhaktapur,2014,2.0,17008443
312,1360.0,1.0,2.0,Bhaktapur,2019,0.0,32053944
313,1360.0,2.0,2.0,Bhaktapur,2003,2.0,30878252
314,,2.0,3.0,Bhaktapur,1996,1.0,26705808
315,1360.0,3.0,3.0,Kathmandu,2006,1.0,19727094
316,1360.0,2.0,3.0,Lalitpur,2009,1.0,28942467
317,1360.0,2.0,,Kathmandu,2025,0.0,19866460
318,1360.0,3.0,4.0,Bhaktapur,1998,2.0,17303693
319,1360.0,2.0,4.0,Kathmandu,2011,0.0,29992066
320,1360.0,2.0,2.0,Lalitpur,1991,2.0,20108631
321,1360.0,2.0,2.0,Lalitpur,2013,1.0,21058916
322,1360.0,1.0,2.0,Kathmandu,1997,0.0,17983439
323,1360.0,1.0,,Kathmandu,2000,2.0,38727993
324,1360.0,1.0,2.0,Kathmandu,2002,2.0,39193270
325,1360.0,3.0,2.0,,2006,1.0,35652099
326,1360.0,5.0,3.0,Kathmandu,1997,0.0,35464695
327,1360.0,2.0,3.0,Kathmandu,2010,0.0,18268541
328,1360.0,,3.0,Kathmandu,2007,0.0,19546263
329,1360.0,3.0,3.0,Lalitpur,2019,1.0,29726497
330,1360.0,2.0,2.0,Lalitpur,2007,0.0,34133277
331,1360.0,1.0,4.0,Bhaktapur,2020,1.0,11294929
332,1360.0,5.0,1.0,Bhaktapur,2021,1.0,12504594
333,1360.0,4.0,2.0,Lalitpur,2000,1.0,28020510
334,1360.0,2.0,1.0,Lalitpur,2014,2.0,30344891
335,1360.0,1.0,4.0,Lalitpur,2022,0.0,17711634
336,1360.0,4.0,3.0,Kathmandu,1997,0.0,36062640
337,1360.0,5.0,4.0,Kathmandu,2000,1.0,25797566
338,1360.0,4.0,2.0,Lalitpur,2011,1.0,38972909
339,1360.0,1.0,3.0,Kathmandu,2013,0.0,12414802
340,1360.0,4.0,2.0,Kathmandu,2006,1.0,26593301
341,1360.0,3.0,3.0,Bhaktapur,2001,0.0,10443031
342,1360.0,4.0,1.0,Lalitpur,2021,2.0,36256492
343,1360.0,2.0,1.0,Lalitpur,2004,1.0,26053323
344,1360.0,2.0,1.0,Kathmandu,2005,0.0,25663645
345,1360.0,3.0,4.0,Lalitpur,2011,1.0,33221561
346,1360.0,1.0,2.0,Bhaktapur,2017,0.0,29567589
347,1360.0,2.0,4.0,Bhaktapur,2009,0.0,38849268
348,1360.0,5.0,1.0,Bhaktapur,2022,1.0,30693859
349,1360.0,2.0,2.0,Lalitpur,1999,2.0,17061183
350,1360.0,2.0,1.0,Lalitpur,2021,0.0,30064274
351,1360.0,1.0,4.0,Lalitpur,2022,0.0,21592111
352,1360.0,4.0,4.0,Lalitpur,1991,0.0,36951340
353,1360.0,2.0,4.0,Lalitpur,2022,2.0,39324003
354,1360.0,3.0,1.0,Bhaktapur,2022,2.0,32287709
355,1360.0,4.0,,Kathmandu,2002,1.0,10290998
356,1360.0,5.0,2.0,Bhaktapur,2019,2.0,14855920
357,1360.0,1.0,1.0,Lalitpur,2022,1.0,28605238
358,1360.0,5.0,2.0,Bhaktapur,2002,1.0,16367712
359,1360.0,4.0,1.0,Lalitpur,2015,2.0,21437201
360,1360.0,4.0,2.0,Lalitpur,2011,1.0,28187070
361,1360.0,4.0,3.0,Bhaktapur,1991,2.0,17997043
362,1360.0,5.0,3.0,Lalitpur,2015,1.0,10181360
363,1360.0,4.0,4.0,Kathmandu,2004,2.0,29221242
364,1360.0,5.0,3.0,Lalitpur,2023,2.0,29292635
365,1360.0,4.0,3.0,Kathmandu,2000,,15532410
366,1360.0,3.0,3.0,Kathmandu,1992,0.0,14138286
367,1360.0,4.0,1.0,Lalitpur,1995,1.0,36457034
368,1360.0,5.0,3.0,Bhaktapur,1998,2.0,24713851
369,1360.0,2.0,3.0,Kathmandu,1995,0.0,21031669
370,1360.0,4.0,4.0,Bhaktapur,1998,1.0,18333100
371,1360.0,2.0,3.0,Kathmandu,2020,1.0,16893728
372,1360.0,3.0,3.0,Lalitpur,2021,1.0,30361413
373,1360.0,1.0,2.0,Lalitpur,2001,0.0,24451971
374,1360.0,3.0,4.0,Kathmandu,1997,2.0,27089171
375,1360.0,4.0,4.0,Lalitpur,1997,1.0,28904815
376,1360.0,2.0,4.0,Kathmandu,2017,1.0,37391022
377,1360.0,2.0,4.0,Lalitpur,2009,1.0,14933594
378,1360.0,5.0,4.0,Bhaktapur,1996,1.0,36730894
379,1360.0,2.0,4.0,Lalitpur,2000,1.0,25697605
380,1360.0,5.0,1.0,Bhaktapur,2009,2.0,38997166
381,1360.0,1.0,3.0,Lalitpur,2005,2.0,26599117
382,1360.0,4.0,4.0,Bhaktapur,1993,1.0,31612667
383,1360.0,5.0,3.0,Lalitpur,1995,0.0,14382794
384,1360.0,1.0,3.0,Bhaktapur,2011,2.0,34100710
385,1360.0,2.0,1.0,Kathmandu,2015,0.0,16699144
386,1360.0,2.0,4.0,Kathmandu,1992,2.0,31475929
387,1360.0,1.0,2.0,Bhaktapur,2003,1.0,17867791
388,1360.0,2.0,1.0,Lalitpur,2000,2.0,30567544
389,1360.0,1.0,2.0,Bhaktapur,2007,1.0,23099507
390,1360.0,5.0,3.0,Lalitpur,2001,2.0,22285500
391,1360.0,5.0,3.0,Kathmandu,2012,1.0,23246601
392,1360.0,1.0,1.0,Lalitpur,2001,1.0,37428913
393,1360.0,5.0,1.0,,2002,1.0,15289730
394,1360.0,5.0,2.0,Lalitpur,2014,1.0,21850700
395,1360.0,5.0,4.0,Lalitpur,2008,0.0,31214826
396,1360.0,3.0,2.0,Lalitpur,2025,1.0,13239536
397,1360.0,4.0,1.0,,1997,0.0,25341821
398,1360.0,2.0,2.0,Bhaktapur,2018,0.0,12326133
399,1360.0,3.0,1.0,Kathmandu,2021,1.0,20128069
400,1360.0,5.0,2.0,Kathmandu,2007,0.0,20538832
401,1360.0,1.0,1.0,Bhaktapur,1995,2.0,17948140
402,1360.0,5.0,1.0,Kathmandu,2007,1.0,15720626
403,1360.0,4.0,1.0,Bhaktapur,2008,0.0,23654772
404,1360.0,5.0,4.0,Lalitpur,2011,1.0,16221714
405,,1.0,2.0,Kathmandu,2021,1.0,16374825
406,1360.0,4.0,,Kathmandu,1992,1.0,15005858
407,1360.0,5.0,2.0,Bhaktapur,2017,0.0,39168537
408,1360.0,4.0,1.0,Kathmandu,1999,2.0,33805938
409,1360.0,2.0,2.0,Kathmandu,2024,2.0,18221252
410,1360.0,2.0,2.0,Lalitpur,2018,0.0,35752924
411,1360.0,5.0,1.0,Kathmandu,2004,1.0,13415871
412,1360.0,4.0,3.0,Lalitpur,2022,0.0,37547556
413,1360.0,1.0,1.0,Bhaktapur,1996,0.0,28655187
414,1360.0,5.0,2.0,Kathmandu,2001,0.0,34774704
415,1360.0,2.0,1.0,Lalitpur,2019,1.0,33591828
416,1360.0,2.0,3.0,Bhaktapur,2010,0.0,31740617
417,1360.0,5.0,1.0,Kathmandu,2020,1.0,37515140
418,1360.0,4.0,2.0,Bhaktapur,2013,0.0,22429667
419,1360.0,2.0,3.0,Kathmandu,2009,2.0,12866757
420,1360.0,4.0,4.0,Bhaktapur,1993,0.0,36502745
